Unnamed: 0,incident_month,incident_week,incident_weekday,weekend,part_of_the_day,latitude,longitude,incident_place,incident_district,incident_division,max_temp,avg_temp,min_temp,weather_code,precip,humidity,visibility,cloudcover,heatindex,season,household,male_population,female_population,total_population,gender_ration,average_household_size,density_per_kmsq,literacy_rate,religious_institution,playground,park,police_station,cyber_cafe,school,college,cinema,crime,cluster
3621,5,20,thursday,0,night,23.996158,90.419726,gazipur sadar,gazipur,dhaka,36,33,28,353,2.7,75,10,39,39,hot,449139,976683,843691,1820374,116,3.99,3977,60.6,854,1,15,2,22,100,8,8,rape,149
3622,5,19,thursday,0,noon,22.5778,89.99,pirojpur sadar,pirojpur,barisal,38,34,28,386,1.5,63,10,22,38,hot,38017,80704,82766,163470,98,4.25,980,70.3,716,39,1,1,11,35,2,2,rape,230
3623,11,47,friday,1,night,23.996158,90.419726,gazipur sadar,gazipur,dhaka,31,28,22,113,0.0,67,10,1,28,winter,449139,976683,843691,1820374,116,3.99,3977,60.6,854,1,15,2,22,100,8,8,rape,149
3624,4,17,thursday,0,evening,23.180315,89.1608575,jessore sadar,jashore,khulna,40,35,28,116,0.2,59,10,19,37,hot,169164,380314,362584,742898,105,4.3,1707,63.8,1643,109,4,11,14,102,16,2,rape,59
3625,2,8,friday,1,night,23.20833,90.35,shariatpur sadar,shariatpur,dhaka,33,29,22,113,0.0,45,10,0,27,winter,45883,104068,106191,210259,98,4.57,1201,51.2,659,1,0,4,0,18,2,2,rape,333
3626,2,5,saturday,1,night,23.5417,89.1833,jhenaidah sadar,jhenaidah,khulna,32,26,19,113,0.0,46,10,0,25,winter,108924,227966,227966,455932,100,4.15,970,51.8,835,83,1,6,7,72,16,3,rape,171
3627,11,46,monday,0,noon,22.3542,90.3181,patuakhali sadar,patuakhali,barisal,34,28,22,113,0.0,60,10,0,30,winter,68813,155395,161067,316462,96,4.6,873,59.5,920,87,2,1,0,55,20,3,rape,271
3628,9,37,monday,0,evening,24.586659,88.275275,chapainawabganj sadar,chapainawabganj,rajshahi,35,32,28,356,12.5,72,9,32,37,rainy,112748,254629,275963,530592,92,4.68,1174,46.3,1518,2,2,2,55,67,12,1,rape,115
3629,11,47,friday,1,night,25.51667,88.88333,fulbari,dinajpur,rangpur,29,25,21,113,0.0,56,10,5,26,winter,43137,88984,87039,176023,102,4.05,770,52.6,459,40,0,1,0,31,4,3,rape,142
3630,4,17,tuesday,0,evening,23.180315,89.1608575,jessore sadar,jashore,khulna,42,35,29,119,3.0,59,10,30,39,hot,169164,380314,362584,742898,105,4.3,1707,63.8,1643,109,4,11,14,102,16,2,rape,59
3631,4,16,wednesday,0,night,24.4583,89.7,sirajganj sadar,sirajganj,rajshahi,37,33,26,176,3.2,57,10,59,35,hot,125485,278959,276196,555155,101,4.38,1734,48.0,1121,16,2,5,5,61,14,4,rape,64
3632,4,15,sunday,0,morning,26.3347,88.5583,panchagarh sadar,panchagarh,rangpur,34,31,24,305,2.8,47,10,56,30,hot,60115,136850,134857,271707,101,4.49,783,53.2,549,1,1,2,0,64,4,2,rape,268
3633,4,15,saturday,1,night,22.95,90.825,lakshmipur sadar,lakshmipur,chattogram,34,31,26,299,1.2,65,10,59,35,hot,144228,326088,358337,684425,91,4.71,1425,51.9,1494,1,1,5,0,74,8,2,rape,203
3634,4,14,wednesday,0,evening,24.375,91.4167,habiganj sadar,habiganj,sylhet,32,28,25,386,25.1,85,7,53,32,hot,62281,163576,165517,329093,99,5.26,1297,50.7,374,5,1,2,2,17,3,3,rape,62
3635,4,14,saturday,1,night,23.0744,88.8667,sharsha,jashore,khulna,42,38,29,113,0.0,42,10,6,37,hot,82835,170033,171295,341328,99,4.1,1015,49.8,407,31,0,2,1,33,8,1,rape,249
3636,12,53,thursday,0,night,22.8256,91.1014,noakhali sadar,noakhali,chattogram,30,25,19,122,0.0,59,10,46,24,winter,100219,253430,272504,525934,93,5.17,1565,51.7,565,73,0,2,2,43,6,1,rape,248
3637,7,30,friday,1,night,25.333317,89.520761,gaibandha sadar,gaibandha,rangpur,35,32,28,176,3.6,68,10,48,37,rainy,109628,214173,223095,437268,96,3.96,1349,47.5,1175,1,1,3,7,64,3,3,rape,145
3638,7,28,saturday,1,night,23.6,90.5,narayanganj sadar,narayanganj,dhaka,34,32,27,116,0.1,75,10,35,36,rainy,313312,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,0,62,6,12,rape,227
3639,7,26,sunday,0,morning,24.4333,90.7833,kishoreganj sadar,kishoreganj,dhaka,31,29,26,359,39.7,86,8,73,34,rainy,89863,205075,209113,414208,98,4.54,2138,48.9,483,22,0,3,32,34,3,2,rape,197
3640,6,23,sunday,0,morning,23.605717,89.841728,faridpur sadar,faridpur,dhaka,32,30,28,359,21.9,76,7,64,36,rainy,103535,235762,233648,469410,101,4.45,1137,55.8,856,108,1,3,0,74,8,3,rape,141
3641,10,40,friday,1,night,26.0208,88.4667,thakurgaon sadar,thakurgaon,rangpur,34,31,26,176,4.1,77,10,31,35,rainy,133320,293551,287676,581227,102,4.33,887,53.3,1502,91,2,2,0,154,12,2,rape,247
3642,10,41,tuesday,0,evening,26.3347,88.5583,panchagarh sadar,panchagarh,rangpur,29,26,24,356,23.8,90,9,43,29,rainy,60115,136850,134857,271707,101,4.49,783,53.2,549,1,1,2,0,64,4,2,rape,268
3643,7,30,monday,0,night,23.6,90.5,narayanganj sadar,narayanganj,dhaka,33,31,28,386,2.6,76,10,41,36,rainy,313312,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,0,62,6,12,rape,227
3644,7,27,wednesday,0,evening,25.51667,88.88333,fulbari,dinajpur,rangpur,34,32,28,200,0.3,71,10,53,37,rainy,43137,88984,87039,176023,102,4.05,770,52.6,459,40,0,1,0,31,4,3,rape,142
3645,7,28,tuesday,0,noon,24.4139,88.93,natore sadar,natore,rajshahi,33,31,27,359,53.7,80,6,46,37,rainy,110203,222312,220110,442422,101,3.98,1103,55.6,2949,2,2,5,4,60,4,1,rape,262
3646,7,28,tuesday,0,noon,25.8167,89.65,kurigram sadar,kurigram,rangpur,28,27,25,356,65.3,94,7,86,31,rainy,72592,78568,81682,160250,98,4.26,1130,46.1,657,1,2,2,0,9,9,2,rape,330
3647,7,27,saturday,1,night,24.4139,88.93,natore sadar,natore,rajshahi,32,30,28,359,29.1,80,8,56,36,rainy,110203,222312,220110,442422,101,3.98,1103,55.6,2949,2,2,5,4,60,4,1,rape,262
3648,7,27,saturday,1,night,25.8167,89.65,kurigram sadar,kurigram,rangpur,33,30,27,356,30.0,79,8,55,35,rainy,72592,78568,81682,160250,98,4.26,1130,46.1,657,1,2,2,0,9,9,2,rape,330
3649,6,23,thursday,0,night,23.9167,90.725,narsingdi sadar,narsingdi,dhaka,34,31,26,356,17.4,76,9,40,35,rainy,149820,363811,343714,707525,106,4.68,3315,50.9,741,6,3,5,0,37,12,3,rape,232
3650,5,21,saturday,1,morning,23.9528,91.1167,brahmanbaria sadar,brahmanbaria,chattogram,31,30,27,386,9.3,85,9,49,35,hot,95802,89415,91239,180654,98,5.4,1420,53.4,326,12,2,2,0,23,4,0,rape,114
3651,4,15,friday,1,night,24.25,89.9167,tangail sadar,tangail,dhaka,34,32,26,353,8.0,60,10,33,34,hot,117000,260552,260552,521104,100,4.36,1559,53.1,1056,5,2,2,9,45,5,3,rape,46
3652,3,12,monday,0,evening,26.35,89.01667,patgram,lalmonirhat,rangpur,32,28,21,113,0.1,26,10,21,25,hot,47893,111301,107314,218615,103,4.55,886,46.1,438,1,1,2,0,27,8,2,rape,334
3653,8,31,saturday,1,night,25.06667,91.4,sunamganj sadar,sunamganj,sylhet,35,31,26,386,6.8,80,10,56,36,rainy,49557,139561,139458,279019,100,5.57,960,38.8,313,1,0,3,13,24,4,1,rape,309
3654,4,15,tuesday,0,morning,23.605717,89.841728,faridpur sadar,faridpur,dhaka,37,32,25,386,14.4,63,9,14,33,hot,103535,235762,233648,469410,101,4.45,1137,55.8,856,108,1,3,0,74,8,3,rape,141
3655,2,5,friday,1,night,23.180315,89.1608575,jessore sadar,jashore,khulna,29,24,18,116,0.0,32,10,13,23,winter,169164,380314,362584,742898,105,4.3,1707,63.8,1643,109,4,11,14,102,16,2,rape,59
3656,4,14,tuesday,0,evening,24.020189,90.74723,shibpur,narsingdi,dhaka,34,30,24,386,29.8,70,8,22,31,hot,65094,148429,155384,303813,96,4.64,1395,55.7,988,0,1,3,0,31,4,1,rape,299
3657,3,10,sunday,0,night,23.0744,88.8667,sharsha,jashore,khulna,33,30,21,176,3.0,57,10,19,28,hot,82835,170033,171295,341328,99,4.1,1015,49.8,407,31,0,2,1,33,8,1,rape,249
3658,7,26,friday,1,night,23.6,90.5,narayanganj sadar,narayanganj,dhaka,35,32,28,176,1.5,71,10,36,38,rainy,313312,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,0,62,6,12,rape,227
3659,3,10,tuesday,0,noon,22.95,90.825,lakshmipur sadar,lakshmipur,chattogram,27,24,22,359,26.6,79,9,42,26,hot,144228,326088,358337,684425,91,4.71,1425,51.9,1494,1,1,5,0,74,8,2,rape,203
3660,7,30,saturday,1,night,22.6903,90.6525,bhola sadar,bhola,barisal,30,29,28,359,29.0,82,8,74,34,rainy,88068,214212,216308,430520,99,4.85,1042,45.2,1044,103,1,3,6,62,10,3,rape,60
3661,7,31,monday,0,night,22.6903,90.6525,bhola sadar,bhola,barisal,31,29,28,356,20.5,80,8,49,34,rainy,88068,214212,216308,430520,99,4.85,1042,45.2,1044,103,1,3,6,62,10,3,rape,60
3662,10,41,saturday,1,night,23.996158,90.419726,gazipur sadar,gazipur,dhaka,26,25,23,353,8.7,88,9,79,27,rainy,449139,976683,843691,1820374,116,3.99,3977,60.6,854,1,15,2,22,100,8,8,rape,149
3663,9,40,monday,0,night,23.0417,91.9944,khagrachhari sadar,khagrachhari,chattogram,30,27,23,356,8.8,90,7,59,29,rainy,24316,58325,53508,111833,109,4.49,375,57.1,182,17,0,3,0,21,0,0,rape,194
3664,1,3,tuesday,0,morning,25.915,89.45,lalmonirhat sadar,lalmonirhat,rangpur,25,22,17,113,0.0,45,10,3,21,winter,79147,166584,166582,333166,100,4.19,1263,47.4,1027,4,2,2,0,25,11,3,rape,204
3665,8,35,thursday,0,night,24.005,89.25,pabna sadar,pabna,rajshahi,34,32,27,119,0.0,74,10,42,36,rainy,138839,296927,293987,590914,101,4.21,1345,51.4,1107,0,2,2,7,52,12,8,rape,239
3666,8,33,saturday,1,night,23.6,90.5,narayanganj sadar,narayanganj,dhaka,33,30,26,353,2.4,79,10,39,35,rainy,313312,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,0,62,6,12,rape,227
3667,7,31,monday,0,night,22.66667,89.8,bagerhat sadar,bagerhat,khulna,31,30,27,356,18.4,79,8,50,34,rainy,64022,133858,132531,266389,101,4.11,977,63.6,673,16,2,5,16,61,6,2,rape,82
3668,7,30,saturday,1,night,22.66667,89.8,bagerhat sadar,bagerhat,khulna,31,29,27,359,30.5,82,8,63,34,rainy,64022,133858,132531,266389,101,4.11,977,63.6,673,16,2,5,16,61,6,2,rape,82
3669,12,49,saturday,1,night,23.605717,89.841728,faridpur sadar,faridpur,dhaka,31,26,20,113,0.0,69,10,5,26,winter,103535,235762,233648,469410,101,4.45,1137,55.8,856,108,1,3,0,74,8,3,rape,141
3670,3,9,sunday,0,noon,23.180315,89.1608575,jessore sadar,jashore,khulna,30,26,19,116,0.0,34,10,12,24,hot,169164,380314,362584,742898,105,4.3,1707,63.8,1643,109,4,11,14,102,16,2,rape,59
3671,2,9,monday,0,night,23.6,90.5,narayanganj sadar,narayanganj,dhaka,30,25,21,119,0.1,54,10,34,26,winter,313312,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,0,62,6,12,rape,227
3672,1,4,saturday,1,noon,23.6,90.5,narayanganj sadar,narayanganj,dhaka,33,28,22,113,0.0,45,10,2,27,winter,313312,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,0,62,6,12,rape,227
3673,10,41,tuesday,0,morning,26.0208,88.4667,thakurgaon sadar,thakurgaon,rangpur,30,27,25,356,15.4,91,8,55,31,rainy,133320,293551,287676,581227,102,4.33,887,53.3,1502,91,2,2,0,154,12,2,rape,247
3674,12,49,thursday,0,night,25.7583,89.2333,rangpur sadar,rangpur,rangpur,29,25,19,113,0.0,68,10,4,25,winter,165017,366144,352060,718204,104,4.2,1998,61.0,1228,130,2,1,15,106,11,2,rape,63
3675,11,45,wednesday,0,morning,24.4139,88.93,natore sadar,natore,rajshahi,32,27,21,113,0.0,75,10,0,29,winter,110203,222312,220110,442422,101,3.98,1103,55.6,2949,2,2,5,4,60,4,1,rape,262
3676,9,38,thursday,0,night,22.3542,90.3181,patuakhali sadar,patuakhali,barisal,31,29,27,299,2.1,82,10,57,35,rainy,68813,155395,161067,316462,96,4.6,873,59.5,920,87,2,1,0,55,20,3,rape,271
3677,10,40,sunday,0,night,24.4778,91.7667,moulvibazar sadar,moulvibazar,sylhet,35,31,25,113,0.8,71,10,26,33,rainy,62881,171678,170790,342468,101,5.41,995,54.9,898,18,2,2,4,24,1,1,rape,222
3678,10,41,monday,0,night,23.228401,90.645015,chandpur sadar,chandpur,chattogram,34,31,28,113,0.4,70,10,23,36,rainy,98109,226959,238960,465919,95,4.69,1509,56.1,959,66,3,4,0,40,3,1,rape,226
3679,12,49,friday,1,night,22.95,90.825,lakshmipur sadar,lakshmipur,chattogram,29,26,24,176,3.1,65,10,7,28,winter,144228,326088,358337,684425,91,4.71,1425,51.9,1494,1,1,5,0,74,8,2,rape,203
3680,12,51,thursday,0,night,24.4778,91.7667,moulvibazar sadar,moulvibazar,sylhet,27,22,14,113,0.0,68,10,2,20,winter,62881,171678,170790,342468,101,5.41,995,54.9,898,18,2,2,4,24,1,1,rape,222
3681,12,53,tuesday,0,night,24.888242,91.868519,sylhet sadar,sylhet,sylhet,26,20,13,113,0.0,63,10,2,22,winter,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,rape,65
3682,12,52,thursday,0,night,24.888242,91.868519,sylhet sadar,sylhet,sylhet,31,26,19,113,0.0,57,10,0,25,winter,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,rape,65
3683,1,3,saturday,1,night,25.915,89.45,lalmonirhat sadar,lalmonirhat,rangpur,29,22,15,116,0.0,57,10,15,21,winter,79147,166584,166582,333166,100,4.19,1263,47.4,1027,4,2,2,0,25,11,3,rape,204
3684,1,3,tuesday,0,night,25.915,89.45,lalmonirhat sadar,lalmonirhat,rangpur,26,22,17,113,0.0,67,10,3,21,winter,79147,166584,166582,333166,100,4.19,1263,47.4,1027,4,2,2,0,25,11,3,rape,204
3685,4,14,thursday,0,night,22.5778,89.99,pirojpur sadar,pirojpur,barisal,37,32,26,116,0.0,61,10,10,34,hot,38017,80704,82766,163470,98,4.25,980,70.3,716,39,1,1,11,35,2,2,rape,230
3686,4,14,thursday,0,night,25.7583,89.2333,rangpur sadar,rangpur,rangpur,39,33,23,113,0.0,22,10,4,29,hot,165017,366144,352060,718204,104,4.2,1998,61.0,1228,130,2,1,15,106,11,2,rape,63
3687,9,38,monday,0,night,22.2333,92.1917,bandarban sadar,bandarban,chattogram,33,29,26,356,7.9,82,9,38,34,rainy,18934,47687,40595,88282,117,4.44,176,49.3,206,26,6,4,0,5,0,1,rape,87
3688,4,15,wednesday,0,morning,23.9528,91.1167,brahmanbaria sadar,brahmanbaria,chattogram,32,30,26,386,9.4,78,9,26,33,hot,95802,89415,91239,180654,98,5.4,1420,53.4,326,12,2,2,0,23,4,0,rape,114
3689,9,38,monday,0,night,24.4583,89.7,sirajganj sadar,sirajganj,rajshahi,34,32,28,353,5.2,70,9,35,37,rainy,125485,278959,276196,555155,101,4.38,1734,48.0,1121,16,2,5,5,61,14,4,rape,64
3690,12,51,wednesday,0,morning,23.9528,91.1167,brahmanbaria sadar,brahmanbaria,chattogram,28,24,17,113,0.0,64,10,8,22,winter,95802,89415,91239,180654,98,5.4,1420,53.4,326,12,2,2,0,23,4,0,rape,114
3691,10,41,sunday,0,night,26.0208,88.4667,thakurgaon sadar,thakurgaon,rangpur,35,31,25,113,0.0,72,10,1,33,rainy,133320,293551,287676,581227,102,4.33,887,53.3,1502,91,2,2,0,154,12,2,rape,247
3692,10,42,monday,0,noon,23.180315,89.1608575,jessore sadar,jashore,khulna,34,30,25,113,0.0,70,10,4,32,rainy,169164,380314,362584,742898,105,4.3,1707,63.8,1643,109,4,11,14,102,16,2,rape,59
3693,10,41,sunday,0,night,25.6333,88.65,dinajpur sadar,dinajpur,rangpur,36,32,25,113,0.0,73,10,0,36,rainy,111779,247792,236805,484597,105,4.19,1366,64.3,913,26,1,5,3,73,12,3,rape,66
3694,10,43,thursday,0,night,25.7583,89.2333,rangpur sadar,rangpur,rangpur,31,27,23,116,0.1,78,10,12,30,rainy,165017,366144,352060,718204,104,4.2,1998,61.0,1228,130,2,1,15,106,11,2,rape,63
3695,9,39,wednesday,0,night,24.9167,89.9583,jamalpur sadar,jamalpur,mymensingh,29,27,24,353,2.7,82,9,68,29,rainy,152174,301912,313160,615072,96,4.01,1209,47.0,1178,212,2,6,1,101,11,5,rape,170
3696,11,44,sunday,0,night,23.180315,89.1608575,jessore sadar,jashore,khulna,29,26,21,116,1.3,83,10,24,27,winter,169164,380314,362584,742898,105,4.3,1707,63.8,1643,109,4,11,14,102,16,2,rape,59
3697,11,44,saturday,1,night,24.005,89.25,pabna sadar,pabna,rajshahi,26,24,23,302,9.2,87,8,49,27,winter,138839,296927,293987,590914,101,4.21,1345,51.4,1107,0,2,2,7,52,12,8,rape,239
3698,11,46,wednesday,0,night,22.5778,89.99,pirojpur sadar,pirojpur,barisal,30,26,20,113,0.0,63,10,1,26,winter,38017,80704,82766,163470,98,4.25,980,70.3,716,39,1,1,11,35,2,2,rape,230
3699,12,48,saturday,1,night,25.6333,88.65,dinajpur sadar,dinajpur,rangpur,30,26,18,113,0.0,62,10,4,26,winter,111779,247792,236805,484597,105,4.19,1366,64.3,913,26,1,5,3,73,12,3,rape,66
3700,12,51,monday,0,noon,24.805,88.95,naogaon sadar,naogaon,rajshahi,29,25,20,113,0.0,51,10,2,25,winter,100867,204580,200568,405148,102,3.97,1469,53.5,814,2,2,3,20,53,5,1,rape,251
3701,9,37,thursday,0,noon,22.6431,90.2,jhalakathi sadar,jhalakathi,barisal,35,32,29,356,8.0,69,9,40,38,rainy,50315,105171,111177,216348,95,4.27,1357,68.8,815,59,1,5,1,53,4,0,rape,332
3702,11,45,sunday,0,night,23.6,90.5,narayanganj sadar,narayanganj,dhaka,31,27,22,113,0.0,76,10,0,29,winter,313312,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,0,62,6,12,rape,227
3703,5,18,saturday,1,noon,24.075,90.2167,kaliakair,gazipur,dhaka,37,33,28,386,1.7,62,10,27,37,hot,116749,248219,235089,483308,106,4.09,1539,60.6,566,40,4,3,0,43,5,2,rape,322
3704,5,22,tuesday,0,morning,24.075,90.2167,kaliakair,gazipur,dhaka,33,31,27,356,11.5,79,9,21,36,hot,116749,248219,235089,483308,106,4.09,1539,60.6,566,40,4,3,0,43,5,2,rape,322
3705,9,37,wednesday,0,night,25.333317,89.520761,gaibandha sadar,gaibandha,rangpur,33,30,27,386,33.4,80,7,39,35,rainy,109628,214173,223095,437268,96,3.96,1349,47.5,1175,1,1,3,7,64,3,3,rape,145
3706,1,5,wednesday,0,night,23.605717,89.841728,faridpur sadar,faridpur,dhaka,29,24,16,113,0.0,37,10,0,23,winter,103535,235762,233648,469410,101,4.45,1137,55.8,856,108,1,3,0,74,8,3,rape,141
3707,2,6,wednesday,0,morning,23.0417,91.9944,khagrachhari sadar,khagrachhari,chattogram,32,25,14,113,0.0,66,10,0,22,winter,24316,58325,53508,111833,109,4.49,375,57.1,182,17,0,3,0,21,0,0,rape,194
3708,2,6,tuesday,0,night,25.915,89.45,lalmonirhat sadar,lalmonirhat,rangpur,32,26,19,113,0.0,40,10,8,24,winter,79147,166584,166582,333166,100,4.19,1263,47.4,1027,4,2,2,0,25,11,3,rape,204
3709,3,10,monday,0,night,25.915,89.45,lalmonirhat sadar,lalmonirhat,rangpur,37,31,22,113,0.0,35,10,1,29,hot,79147,166584,166582,333166,100,4.19,1263,47.4,1027,4,2,2,0,25,11,3,rape,204
3710,3,12,thursday,0,night,24.8417,89.375,bogra sadar,bogura,rajshahi,36,31,22,113,0.0,38,10,8,29,hot,131862,288181,266833,555014,108,4.04,3143,65.7,1164,23,4,7,7,56,9,4,rape,112
3711,6,25,monday,0,night,25.7583,89.2333,rangpur sadar,rangpur,rangpur,38,35,28,356,11.9,66,9,32,41,rainy,165017,366144,352060,718204,104,4.2,1998,61.0,1228,130,2,1,15,106,11,2,rape,63
3712,8,33,wednesday,0,night,22.3542,90.3181,patuakhali sadar,patuakhali,barisal,32,30,27,353,4.5,78,10,47,35,rainy,68813,155395,161067,316462,96,4.6,873,59.5,920,87,2,1,0,55,20,3,rape,271
3713,9,39,thursday,0,afternoon,25.915,89.45,lalmonirhat sadar,lalmonirhat,rangpur,34,30,26,359,37.9,83,6,47,35,rainy,79147,166584,166582,333166,100,4.19,1263,47.4,1027,4,2,2,0,25,11,3,rape,204
3714,10,41,tuesday,0,evening,23.1667,90.2083,madaripur sadar,madaripur,dhaka,30,28,25,353,6.2,88,9,42,32,rainy,74451,171136,174628,345764,98,4.63,1221,51.1,541,1,0,4,1,40,3,1,rape,206
3715,5,20,monday,0,evening,26.3083,88.4583,atwari,panchagarh,rangpur,39,33,26,386,20.3,68,9,29,36,hot,32045,66937,55813,133650,100,4.16,637,59.8,601,0,0,1,0,43,5,1,rape,80
3716,12,52,friday,1,night,22.3542,90.3181,patuakhali sadar,patuakhali,barisal,27,22,16,113,0.0,50,10,0,21,winter,68813,155395,161067,316462,96,4.6,873,59.5,920,87,2,1,0,55,20,3,rape,271
3717,6,23,friday,1,night,25.915,89.45,lalmonirhat sadar,lalmonirhat,rangpur,38,34,28,359,29.9,67,7,35,39,rainy,79147,166584,166582,333166,100,4.19,1263,47.4,1027,4,2,2,0,25,11,3,rape,204
3718,7,31,monday,0,night,23.175,89.505,narail sadar,narail,khulna,33,31,27,356,6.7,78,10,41,35,rainy,62795,135058,137814,272872,98,4.3,715,65.5,1123,196,0,5,5,60,13,1,rape,241
3719,8,35,saturday,1,morning,25.915,89.45,lalmonirhat sadar,lalmonirhat,rangpur,36,32,27,356,11.5,75,9,21,38,rainy,79147,166584,166582,333166,100,4.19,1263,47.4,1027,4,2,2,0,25,11,3,rape,204
3720,9,36,thursday,0,night,23.9,89.1333,kushtia sadar,kushtia,khulna,34,31,26,176,2.7,79,10,27,35,rainy,120087,259156,264443,523599,98,4.11,1580,53.9,522,11,2,13,3,54,16,2,rape,201
3721,9,39,sunday,0,night,24.888242,91.868519,sylhet sadar,sylhet,sylhet,35,30,23,176,1.9,77,10,6,34,rainy,60242,176023,167942,343965,105,5.2,2747,61.3,508,25,5,4,5,34,23,2,rape,65
3722,10,41,friday,1,night,23.175,89.505,narail sadar,narail,khulna,34,31,26,353,2.9,75,10,32,35,rainy,62795,135058,137814,272872,98,4.3,715,65.5,1123,196,0,5,5,60,13,1,rape,241
3723,10,42,sunday,0,night,26.0208,88.4667,thakurgaon sadar,thakurgaon,rangpur,33,28,22,113,0.0,71,10,0,30,rainy,133320,293551,287676,581227,102,4.33,887,53.3,1502,91,2,2,0,154,12,2,rape,247
3724,2,7,monday,0,night,24.75,90.4167,mymensingh sadar,mymensingh,mymensingh,31,26,18,113,0.0,33,10,5,24,winter,167472,391707,384026,775733,102,4.51,2037,51.7,1332,32,3,5,4,86,15,5,rape,225
3725,11,44,sunday,0,night,24.4778,91.7667,moulvibazar sadar,moulvibazar,sylhet,32,27,18,143,0.0,83,8,4,26,winter,62881,171678,170790,342468,101,5.41,995,54.9,898,18,2,2,4,24,1,1,rape,222
3726,11,45,wednesday,0,night,24.4333,89.375,tarash,sirajganj,rajshahi,33,29,22,113,0.0,70,10,2,31,winter,48941,97611,99603,197214,98,4.02,657,39.0,797,7,0,1,0,34,7,0,rape,312
3727,10,41,thursday,0,night,23.6,90.5,narayanganj sadar,narayanganj,dhaka,29,27,25,356,7.8,83,10,51,29,rainy,313312,690299,633301,1323600,109,4.2,13183,62.7,1365,3,0,7,0,62,6,12,rape,227
3728,10,43,wednesday,0,evening,24.586659,88.275275,chapainawabganj sadar,chapainawabganj,rajshahi,32,28,22,116,0.2,70,10,27,29,rainy,112748,254629,275963,530592,92,4.68,1174,46.3,1518,2,2,2,55,67,12,1,rape,115
3729,12,52,tuesday,0,night,24.586659,88.275275,chapainawabganj sadar,chapainawabganj,rajshahi,25,19,13,113,0.0,40,10,0,21,winter,112748,254629,275963,530592,92,4.68,1174,46.3,1518,2,2,2,55,67,12,1,rape,115
3730,12,52,tuesday,0,night,24.586659,88.275275,chapainawabganj sadar,chapainawabganj,rajshahi,25,19,13,113,0.0,40,10,0,21,winter,112748,254629,275963,530592,92,4.68,1174,46.3,1518,2,2,2,55,67,12,1,rape,115
3731,1,3,wednesday,0,night,22.7,90.3667,barisal sadar,barisal,barisal,29,25,18,113,0.0,43,10,0,24,winter,42065,97732,101007,198739,97,4.49,1625,69.3,605,42,3,1,0,44,10,0,rape,91
3732,8,33,tuesday,0,night,24.56667,91.515,nabiganj,habiganj,sylhet,35,31,26,116,3.3,78,10,31,36,rainy,61770,169720,175459,345179,97,5.58,785,41.0,547,7,0,3,0,18,2,0,rape,231
3733,8,34,friday,1,night,23.8833,90.9833,nabinagar,brahmanbaria,chattogram,29,28,26,359,42.4,88,7,52,33,rainy,59024,150544,158467,309011,95,5.23,1050,43.6,822,25,0,3,1,39,5,2,rape,257
3734,8,34,friday,1,night,23.8833,90.9833,nabinagar,brahmanbaria,chattogram,29,28,26,359,42.4,88,7,52,33,rainy,59024,150544,158467,309011,95,5.23,1050,34.9,416,10,0,2,0,13,2,1,rape,257
3735,3,10,sunday,0,morning,23.4153,89.8917,nagarkanda,faridpur,dhaka,33,28,21,119,1.1,41,10,25,27,hot,42904,98290,99608,197898,99,4.59,1030,46.8,749,40,0,1,0,19,1,1,rape,258
3736,1,3,wednesday,0,morning,23.4153,89.8917,nagarkanda,faridpur,dhaka,29,24,17,113,0.0,43,10,0,22,winter,42904,98290,99608,197898,99,4.59,1030,46.8,749,40,0,1,0,19,1,1,rape,258
3737,11,46,monday,0,noon,21.4167,92.1833,naikhongchhari,bandarban,chattogram,28,26,24,353,2.2,84,10,62,28,winter,12218,31347,30441,61788,103,5.03,133,31.3,129,2,0,1,0,4,1,0,rape,260
3738,11,46,wednesday,0,evening,21.4167,92.1833,naikhongchhari,bandarban,chattogram,29,26,22,113,0.0,83,10,3,28,winter,12218,31347,30441,61788,103,5.03,133,31.3,129,2,0,1,0,4,1,0,rape,260
3739,8,33,tuesday,0,night,22.6222,90.2708,nalchity,jhalakathi,barisal,30,29,28,359,31.5,81,7,86,34,rainy,43066,92695,101861,194556,91,4.48,836,67.2,1175,218,0,3,0,47,7,0,rape,245
3740,8,33,thursday,0,night,22.6222,90.2708,nalchity,jhalakathi,barisal,29,28,27,359,23.1,86,9,52,33,rainy,43066,92695,101861,194556,91,4.48,836,67.2,1175,218,0,3,0,47,7,0,rape,245
3741,8,33,friday,1,night,22.6222,90.2708,nalchity,jhalakathi,barisal,30,28,27,356,17.0,84,9,70,33,rainy,43066,92695,101861,194556,91,4.48,836,67.2,1175,218,0,3,0,47,7,0,rape,245
